declarationYear,stateName,city,after_2020_only,total_approved_Ihp_amount,total_approved_fema_assistance,incidentBeginDate
2020,California                    ,"Benicia, California",Yes,7149.11,2.0,2020-08-14
2020,California                    ,"Brentwood, California",Yes,,,2020-08-14
2017,California                    ,"Calistoga, California",No,352612.68000000005,78.0,2017-10-08
2020,California                    ,"Calistoga, California",No,11585.81,5.0,2020-08-14
2020,California                    ,"Calistoga, California",No,42782.79,8.0,2020-09-04
2017,California                    ,"Concord, California",No,,,2017-10-08
2020,California                    ,"Concord, California",Yes,,,2020-08-14
2020,California                    ,"Pleasant Hill, California",Yes,,,2020-08-14
2020,California                    ,"Antioch, California",Yes,,,2020-08-14
2017,California                    ,"Fairfield, California",No,,,2017-10-08
2020,California                    ,"Fairfield, California",No,49244.8,12.0,2020-08-14
2020,California                    ,"Fairfield, California",No,,,2020-09-04
2020,California                    ,"Fairfield, California",Yes,5954.0,4.0,2020-08-14
2020,California                    ,"Fairfield, California",Yes,,,2020-09-04
2020,California                    ,"Travis AFB, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Fremont, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Fremont, California",Yes,,,2020-08-14
2020,California                    ,"Hayward, California",Yes,,,2020-08-14
2020,California                    ,"Hayward, California",Yes,,,2020-08-14
2020,California                    ,"Castro Valley, California",Yes,,,2020-08-14
2020,California                    ,"Livermore, California",Yes,40616.0,1.0,2020-08-14
2020,California                    ,"Martinez, California",Yes,,,2020-09-04
2017,California                    ,"Napa, California",No,664590.0599999999,251.0,2017-10-08
2020,California                    ,"Napa, California",No,1004546.77,152.0,2020-08-14
2020,California                    ,"Napa, California",No,11012.15,1.0,2020-09-04
2017,California                    ,"Napa, California",No,40074.729999999996,19.0,2017-10-08
2020,California                    ,"Napa, California",No,41545.0,16.0,2020-08-14
2020,California                    ,"Napa, California",No,0.0,0.0,2020-09-04
2020,California                    ,"Newark, California",Yes,,,2020-08-14
2020,California                    ,"Pleasanton, California",Yes,,,2020-08-14
2021,California                    ,"Pleasanton, California",Yes,,,2021-07-14
2015,California                    ,"Pope Valley, California",No,0.0,0.0,2015-09-09
2017,California                    ,"Pope Valley, California",No,,,2017-10-08
2020,California                    ,"Pope Valley, California",No,27563.83,11.0,2020-08-14
2020,California                    ,"Pope Valley, California",No,206.35,1.0,2020-09-04
2020,California                    ,"Dublin, California",Yes,,,2020-08-14
2020,California                    ,"Rio Vista, California",Yes,0.0,0.0,2020-08-14
2017,California                    ,"Rutherford, California",No,,,2017-10-08
2017,California                    ,"Saint Helena, California",No,699.99,2.0,2017-10-08
2020,California                    ,"Saint Helena, California",No,78764.66,15.0,2020-08-14
2020,California                    ,"Saint Helena, California",No,268213.08999999997,31.0,2020-09-04
2017,California                    ,"Deer Park, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Deer Park, California",No,21494.879999999997,6.0,2020-08-14
2020,California                    ,"Deer Park, California",No,20510.0,5.0,2020-09-04
2018,California                    ,"San Leandro, California",No,,,2018-11-08
2017,California                    ,"Napa, California",No,,,2017-10-08
2020,California                    ,"San Ramon, California",Yes,,,2020-08-14
2017,California                    ,"Suisun City, California",No,,,2017-10-08
2020,California                    ,"Suisun City, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Vallejo, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Vallejo, California",No,4480.63,1.0,2020-08-14
2021,California                    ,"Vallejo, California",No,,,2021-07-14
2020,California                    ,"Vallejo, California",Yes,44154.71000000001,9.0,2020-08-14
2017,California                    ,"Vallejo, California",No,,,2017-10-08
2020,California                    ,"Vallejo, California",No,8974.0,4.0,2020-08-14
2020,California                    ,"Vallejo, California",No,,,2020-09-04
2017,California                    ,"Vallejo, California",No,,,2017-10-08
2018,California                    ,"Vallejo, California",No,,,2017-12-04
2020,California                    ,"Vallejo, California",No,,,2020-08-14
2017,California                    ,"Yountville, California",No,500.0,1.0,2017-10-08
2020,California                    ,"Yountville, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Yountville, California",No,0.0,0.0,2020-09-04
2020,California                    ,"Oakland, California",Yes,,,2020-08-14
2018,California                    ,"Oakland, California",No,,,2018-07-23
2020,California                    ,"Oakland, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Oakland, California",No,,,2020-09-04
2020,California                    ,"Oakland, California",Yes,,,2020-08-14
2020,California                    ,"Berkeley, California",Yes,,,2020-08-14
2020,Oregon                        ,Error,Yes,,,2020-09-07
2020,Oregon                        ,Error,Yes,,,2020-09-07
2020,California                    ,"San Rafael, California",Yes,,,2020-08-14
2017,California                    ,"Bodega, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Bodega, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Bodega Bay, California",No,500.0,1.0,2017-10-08
2017,California                    ,"Rohnert Park, California",No,6039.99,8.0,2017-10-08
2020,California                    ,"Rohnert Park, California",No,5144.41,1.0,2020-08-14
2020,California                    ,"Rohnert Park, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Cotati, California",No,1000.0,2.0,2017-10-08
2020,California                    ,"Cotati, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Cotati, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Novato, California",No,,,2017-10-08
2020,California                    ,"Novato, California",No,,,2020-08-14
2017,California                    ,"Penngrove, California",No,500.0,1.0,2017-10-08
2020,California                    ,"Penngrove, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Penngrove, California",No,,,2020-09-04
2017,California                    ,"Petaluma, California",No,2000.0,4.0,2017-10-08
2018,California                    ,"Petaluma, California",No,,,2018-07-23
2020,California                    ,"Petaluma, California",No,500.0,1.0,2020-08-14
2020,California                    ,"Petaluma, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Petaluma, California",No,1000.0,2.0,2017-10-08
2020,California                    ,"Petaluma, California",No,500.0,1.0,2020-08-14
2020,California                    ,"Petaluma, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Valley Ford, California",No,,,2017-10-08
2020,California                    ,"Alviso, California",Yes,,,2020-08-14
2020,California                    ,"Aptos, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Aromas, California",Yes,,,2020-08-14
2020,California                    ,"Ben Lomond, California",Yes,366978.29000000004,80.0,2020-08-14
2020,California                    ,"Boulder Creek, California",Yes,2944497.5300000003,677.0,2020-08-14
2020,California                    ,"Brookdale, California",Yes,172144.66999999998,32.0,2020-08-14
2020,California                    ,"Campbell, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Capitola, California",Yes,500.0,1.0,2020-08-14
2020,California                    ,"Castroville, California",Yes,0.0,0.0,2020-08-14
2017,California                    ,"Cupertino, California",No,,,2017-10-08
2020,California                    ,"Cupertino, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Davenport, California",Yes,1608606.47,89.0,2020-08-14
2020,California                    ,"Felton, California",Yes,80794.90999999999,32.0,2020-08-14
2020,California                    ,"Freedom, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Gilroy, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Gilroy, California",Yes,,,2020-09-04
2020,California                    ,"Hollister, California",Yes,,,2020-08-14
2020,California                    ,"Los Gatos, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Los Gatos, California",Yes,7460.76,1.0,2020-08-14
2020,California                    ,"Los Gatos, California",Yes,1223.74,3.0,2020-08-14
2020,California                    ,"Milpitas, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Morgan Hill, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Moss Landing, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Mount Hermon, California",Yes,0.0,0.0,2020-08-14
2017,California                    ,"Paicines, California",No,,,2017-10-08
2020,California                    ,"San Martin, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Santa Clara, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Santa Clara, California",Yes,6102.0,1.0,2020-08-14
2020,California                    ,"Santa Clara, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Santa Clara, California",Yes,,,2020-08-14
2020,California                    ,"Santa Cruz, California",Yes,1960833.0999999999,360.0,2020-08-14
2020,California                    ,"Santa Cruz, California",Yes,,,2020-08-14
2020,California                    ,"Santa Cruz, California",Yes,66358.78,16.0,2020-08-14
2020,California                    ,"Santa Cruz, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Santa Cruz, California",Yes,7021.36,1.0,2020-08-14
2020,California                    ,"Santa Cruz, California",Yes,24961.42,6.0,2020-08-14
2020,California                    ,"Scotts Valley, California",Yes,31841.56,12.0,2020-08-14
2020,California                    ,"Saratoga, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Soquel, California",Yes,500.0,1.0,2020-08-14
2020,California                    ,"Watsonville, California",Yes,5290.35,2.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,,,2020-08-14
2020,California                    ,"San Jose, California",Yes,,,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,,,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,6268.41,2.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,5116.0,1.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,,,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Mount Hamilton, California",Yes,74123.86,6.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,6102.0,1.0,2020-08-14
2020,California                    ,"San Jose, California",Yes,,,2020-08-14
2020,California                    ,"Stockton, California",Yes,,,2020-08-14
2020,California                    ,"Stockton, California",Yes,,,2020-08-14
2020,California                    ,"Stockton, California",Yes,,,2020-09-04
2020,California                    ,"Stockton, California",Yes,,,2020-08-14
2015,California                    ,"Angels Camp, California",No,0.0,0.0,2015-09-09
2020,California                    ,"Angels Camp, California",No,,,2020-09-04
2015,California                    ,"Arnold, California",No,1410.0,1.0,2015-09-09
2015,California                    ,"Glencoe, California",No,45330.0,3.0,2015-09-09
2015,California                    ,"Hathaway Pines, California",No,,,2015-09-09
2018,California                    ,"Lodi, California",No,,,2018-11-08
2020,California                    ,"Lodi, California",No,,,2020-08-14
2015,California                    ,"Mokelumne Hill, California",No,2271171.27,188.0,2015-09-09
2015,California                    ,"Mountain Ranch, California",No,2406240.81,269.0,2015-09-09
2015,California                    ,"Murphys, California",No,0.0,0.0,2015-09-09
2015,California                    ,"Rail Road Flat, California",No,35262.42,3.0,2015-09-09
2015,California                    ,"San Andreas, California",No,454862.24,28.0,2015-09-09
2020,California                    ,"San Andreas, California",No,,,2020-08-14
2021,California                    ,"San Andreas, California",No,,,2021-07-14
2015,California                    ,"Valley Springs, California",No,0.0,0.0,2015-09-09
2015,California                    ,"West Point, California",No,1410.0,1.0,2015-09-09
2015,California                    ,"Wilseyville, California",No,0.0,0.0,2015-09-09
2020,California                    ,"Woodbridge, California",Yes,,,2020-08-14
2020,California                    ,"Atwater, California",Yes,,,2020-08-14
2017,California                    ,Error,No,,,2017-10-08
2020,California                    ,"Ceres, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Crows Landing, California",Yes,,,2020-08-14
2020,California                    ,"Denair, California",Yes,,,2020-08-14
2020,California                    ,"Keyes, California",Yes,,,2020-08-14
2018,California                    ,"Lathrop, California",No,,,2018-11-08
2020,California                    ,"Manteca, California",Yes,,,2020-08-14
2020,California                    ,"Modesto, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Modesto, California",Yes,,,2020-09-04
2020,California                    ,"Modesto, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Modesto, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Modesto, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Modesto, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Modesto, California",Yes,,,2020-08-14
2020,California                    ,"Modesto, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Newman, California",Yes,2413.0,1.0,2020-08-14
2020,California                    ,"Oakdale, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Patterson, California",Yes,41363.59,2.0,2020-08-14
2020,California                    ,"Patterson, California",Yes,,,2020-09-04
2020,California                    ,"Riverbank, California",Yes,,,2020-08-14
2020,California                    ,"Salida, California",Yes,,,2020-08-14
2020,California                    ,"Tracy, California",Yes,,,2020-08-14
2020,California                    ,"Tracy, California",Yes,,,2020-09-04
2021,California                    ,"Tracy, California",Yes,,,2021-07-14
2020,California                    ,"Tuolumne, California",Yes,,,2020-08-14
2020,California                    ,"Turlock, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Turlock, California",Yes,,,2020-08-14
2020,California                    ,"Twain Harte, California",Yes,,,2020-08-14
2018,California                    ,"Waterford, California",No,,,2018-07-23
2020,California                    ,"Waterford, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Tracy, California",Yes,,,2020-08-14
2017,California                    ,Error,No,,,2017-10-08
2015,California                    ,"Santa Rosa, California",No,,,2015-09-09
2017,California                    ,"Santa Rosa, California",No,44389.03,44.0,2017-10-08
2020,California                    ,"Santa Rosa, California",No,9373.630000000001,3.0,2020-08-14
2020,California                    ,"Santa Rosa, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Santa Rosa, California",No,,,2017-10-08
2020,California                    ,"Santa Rosa, California",No,,,2020-08-14
2017,California                    ,"Santa Rosa, California",No,7024268.22,1926.0,2017-10-08
2020,California                    ,"Santa Rosa, California",No,9394.0,3.0,2020-08-14
2020,California                    ,"Santa Rosa, California",No,0.0,0.0,2020-09-04
2015,California                    ,"Santa Rosa, California",No,,,2015-09-09
2017,California                    ,"Santa Rosa, California",No,2149928.9699999997,687.0,2017-10-08
2020,California                    ,"Santa Rosa, California",No,25559.28,4.0,2020-08-14
2020,California                    ,"Santa Rosa, California",No,304208.81,17.0,2020-09-04
2017,California                    ,"Santa Rosa, California",No,36638.47,46.0,2017-10-08
2020,California                    ,"Santa Rosa, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Santa Rosa, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Santa Rosa, California",No,,,2017-10-08
2017,California                    ,"Santa Rosa, California",No,17132.07,18.0,2017-10-08
2018,California                    ,"Santa Rosa, California",No,,,2018-07-23
2020,California                    ,"Santa Rosa, California",No,4542.780000000001,2.0,2020-08-14
2020,California                    ,"Santa Rosa, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Santa Rosa, California",No,257794.22,217.0,2017-10-08
2020,California                    ,"Santa Rosa, California",No,3321.46,3.0,2020-08-14
2020,California                    ,"Santa Rosa, California",No,282593.46,23.0,2020-09-04
2017,California                    ,"Albion, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Albion, California",No,,,2020-08-14
2020,California                    ,"Albion, California",No,0.0,0.0,2020-09-04
2020,California                    ,"Annapolis, California",Yes,,,2020-08-14
2017,California                    ,"Boonville, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Boonville, California",No,,,2020-09-04
2017,California                    ,"Camp Meeker, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Camp Meeker, California",No,,,2020-08-14
2020,California                    ,"Camp Meeker, California",No,,,2020-09-04
2017,California                    ,"Cazadero, California",No,,,2017-10-08
2020,California                    ,"Cazadero, California",No,500.0,1.0,2020-08-14
2015,California                    ,"Clearlake, California",No,14773.19,5.0,2015-09-09
2017,California                    ,"Clearlake, California",No,697087.64,77.0,2017-10-08
2018,California                    ,"Clearlake, California",No,0.0,0.0,2018-07-23
2020,California                    ,"Clearlake, California",No,3666.8,3.0,2020-08-14
2020,California                    ,"Clearlake, California",No,,,2020-09-04
2015,California                    ,"Clearlake Oaks, California",No,,,2015-09-09
2017,California                    ,"Clearlake Oaks, California",No,3055.55,1.0,2017-10-08
2018,California                    ,"Clearlake Oaks, California",No,460111.38,26.0,2018-07-23
2020,California                    ,"Clearlake Oaks, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Clearlake Park, California",No,107059.84,7.0,2017-10-08
2020,California                    ,"Clearlake Park, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Cloverdale, California",No,1000.0,2.0,2017-10-08
2020,California                    ,"Cloverdale, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Cloverdale, California",No,0.0,0.0,2020-09-04
2015,California                    ,"Cobb, California",No,1652826.7,240.0,2015-09-09
2017,California                    ,"Cobb, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Cobb, California",No,,,2018-07-23
2020,California                    ,"Cobb, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Comptche, California",Yes,,,2020-08-14
2017,California                    ,"Covelo, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Covelo, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Covelo, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Dos Rios, California",No,,,2017-10-08
2017,California                    ,"Duncans Mills, California",No,,,2017-10-08
2020,California                    ,"Duncans Mills, California",No,,,2020-08-14
2017,California                    ,"Eldridge, California",No,,,2017-10-08
2017,California                    ,"Elk, California",No,,,2017-10-08
2020,California                    ,"Elk, California",No,,,2020-08-14
2017,California                    ,"El Verano, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Finley, California",No,,,2018-07-23
2017,California                    ,"Forestville, California",No,500.0,1.0,2017-10-08
2020,California                    ,"Forestville, California",No,4438.16,2.0,2020-08-14
2020,California                    ,"Forestville, California",No,,,2020-09-04
2017,California                    ,"Fort Bragg, California",No,3340.0,2.0,2017-10-08
2020,California                    ,"Fort Bragg, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Fort Bragg, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Fulton, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Fulton, California",No,,,2020-08-14
2017,California                    ,"Geyserville, California",No,5186.0,3.0,2017-10-08
2020,California                    ,"Geyserville, California",No,500.0,1.0,2020-08-14
2020,California                    ,"Geyserville, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Glen Ellen, California",No,853555.65,157.0,2017-10-08
2020,California                    ,"Glen Ellen, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Glen Ellen, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Glenhaven, California",No,,,2017-10-08
2018,California                    ,"Glenhaven, California",No,0.0,0.0,2018-07-23
2020,California                    ,"Glenhaven, California",No,,,2020-08-14
2017,California                    ,"Graton, California",No,,,2017-10-08
2017,California                    ,"Gualala, California",No,,,2017-10-08
2017,California                    ,"Guerneville, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Guerneville, California",No,97570.48,27.0,2020-08-14
2020,California                    ,"Guerneville, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Healdsburg, California",No,2000.0,4.0,2017-10-08
2020,California                    ,"Healdsburg, California",No,687641.3,71.0,2020-08-14
2020,California                    ,"Healdsburg, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Hopland, California",No,,,2017-10-08
2020,California                    ,"Hopland, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Jenner, California",No,,,2017-10-08
2020,California                    ,"Jenner, California",No,,,2020-08-14
2015,California                    ,"Kelseyville, California",No,6290.22,4.0,2015-09-09
2017,California                    ,"Kelseyville, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Kelseyville, California",No,0.0,0.0,2018-07-23
2020,California                    ,"Kelseyville, California",No,2144.0,1.0,2020-08-14
2017,California                    ,"Kenwood, California",No,264517.06,55.0,2017-10-08
2020,California                    ,"Kenwood, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Kenwood, California",No,0.0,0.0,2020-09-04
2015,California                    ,"Lakeport, California",No,0.0,0.0,2015-09-09
2017,California                    ,"Lakeport, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Lakeport, California",No,158600.29,11.0,2018-07-23
2020,California                    ,"Lakeport, California",No,500.0,1.0,2020-08-14
2020,California                    ,"Laytonville, California",Yes,,,2020-08-14
2020,California                    ,"Laytonville, California",Yes,,,2020-09-04
2017,California                    ,"Little River, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Little River, California",No,,,2020-08-14
2020,California                    ,"Little River, California",No,,,2020-09-04
2015,California                    ,"Lower Lake, California",No,52974.96,6.0,2015-09-09
2017,California                    ,"Lower Lake, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Lower Lake, California",No,,,2018-07-23
2020,California                    ,"Lower Lake, California",No,5299.32,2.0,2020-08-14
2015,California                    ,"Lucerne, California",No,,,2015-09-09
2017,California                    ,"Lucerne, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Lucerne, California",No,153227.07,6.0,2018-07-23
2020,California                    ,"Lucerne, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Mendocino, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Mendocino, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Mendocino, California",No,0.0,0.0,2020-09-04
2015,California                    ,"Middletown, California",No,5211351.1899999995,653.0,2015-09-09
2017,California                    ,"Middletown, California",No,500.0,1.0,2017-10-08
2018,California                    ,"Middletown, California",No,,,2018-07-23
2020,California                    ,"Middletown, California",No,35785.67,5.0,2020-08-14
2015,California                    ,"Monte Rio, California",No,,,2015-09-09
2017,California                    ,"Monte Rio, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Monte Rio, California",No,3408.47,1.0,2020-08-14
2015,California                    ,"Nice, California",No,0.0,0.0,2015-09-09
2017,California                    ,"Nice, California",No,0.0,0.0,2017-10-08
2018,California                    ,"Nice, California",No,0.0,0.0,2018-07-23
2020,California                    ,"Nice, California",No,1546.0,1.0,2020-08-14
2015,California                    ,"Occidental, California",No,,,2015-09-09
2017,California                    ,"Occidental, California",No,0.0,0.0,2017-10-08
2020,California                    ,"Occidental, California",No,,,2020-08-14
2020,California                    ,"Occidental, California",No,,,2020-09-04
2015,California                    ,"Hidden Valley Lake, California",No,547080.73,133.0,2015-09-09
2017,California                    ,"Hidden Valley Lake, California",No,500.0,1.0,2017-10-08
2018,California                    ,"Hidden Valley Lake, California",No,,,2018-07-23
2020,California                    ,"Hidden Valley Lake, California",No,2312.8199999999997,2.0,2020-08-14
2017,California                    ,"Point Arena, California",No,,,2017-10-08
2017,California                    ,"Potter Valley, California",No,202015.36,20.0,2017-10-08
2018,California                    ,"Potter Valley, California",No,0.0,0.0,2018-07-23
2020,California                    ,"Potter Valley, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Potter Valley, California",No,,,2020-09-04
2017,California                    ,"Redwood Valley, California",No,2541086.34,220.0,2017-10-08
2020,California                    ,"Redwood Valley, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Redwood Valley, California",No,0.0,0.0,2020-09-04
2020,California                    ,"Rio Nido, California",Yes,500.0,1.0,2020-08-14
2017,California                    ,"Sebastopol, California",No,5000.0,10.0,2017-10-08
2020,California                    ,"Sebastopol, California",No,7242.45,1.0,2020-08-14
2020,California                    ,"Sebastopol, California",No,0.0,0.0,2020-09-04
2017,California                    ,"Sonoma, California",No,131566.74,163.0,2017-10-08
2020,California                    ,"Sonoma, California",No,72203.05,12.0,2020-08-14
2020,California                    ,"Sonoma, California",No,5650.0,1.0,2020-09-04
2017,California                    ,"Ukiah, California",No,3775.75,4.0,2017-10-08
2018,California                    ,"Ukiah, California",No,21094.72,1.0,2018-07-23
2020,California                    ,"Ukiah, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Ukiah, California",No,0.0,0.0,2020-09-04
2015,California                    ,"Upper Lake, California",No,,,2015-09-09
2017,California                    ,"Upper Lake, California",No,1500.0,3.0,2017-10-08
2018,California                    ,"Upper Lake, California",No,996647.92,59.0,2018-07-23
2020,California                    ,"Upper Lake, California",No,0.0,0.0,2020-08-14
2017,California                    ,"Villa Grande, California",No,,,2017-10-08
2020,California                    ,"Villa Grande, California",No,,,2020-08-14
2020,California                    ,"Westport, California",Yes,,,2020-08-14
2017,California                    ,"Willits, California",No,174165.45,19.0,2017-10-08
2020,California                    ,"Willits, California",No,0.0,0.0,2020-08-14
2020,California                    ,"Willits, California",No,91238.54,3.0,2020-09-04
2017,California                    ,"Windsor, California",No,19550.75,21.0,2017-10-08
2020,California                    ,"Windsor, California",No,4492.0,2.0,2020-08-14
2020,California                    ,"Windsor, California",No,0.0,0.0,2020-09-04
2018,California                    ,"Witter Springs, California",No,80777.06,8.0,2018-07-23
2017,California                    ,"Yorkville, California",No,,,2017-10-08
2017,California                    ,"The Sea Ranch, California",No,,,2017-10-08
2017,California                    ,Error,No,,,2017-10-08
2020,California                    ,"Eureka, California",Yes,,,2020-08-14
2020,California                    ,"Bridgeville, California",Yes,110416.29999999999,4.0,2020-08-14
2021,California                    ,"Burnt Ranch, California",Yes,,,2021-07-14
2020,California                    ,"Loleta, California",Yes,,,2020-08-14
2020,California                    ,"Mad River, California",Yes,232498.55,11.0,2020-08-14
2021,California                    ,"Salyer, California",Yes,,,2021-07-14
2020,California                    ,"Zenia, California",Yes,103603.19,5.0,2020-08-14
2017,California                    ,"Auburn, California",No,,,2017-10-08
2020,California                    ,"Auburn, California",No,,,2020-08-14
2021,California                    ,"Auburn, California",No,0.0,0.0,2021-07-14
2020,California                    ,"Auburn, California",Yes,,,2020-08-14
2021,California                    ,"Auburn, California",Yes,0.0,0.0,2021-07-14
2021,California                    ,"Auburn, California",Yes,,,2021-07-14
2020,California                    ,"West Sacramento, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Capay, California",Yes,,,2020-08-14
2020,California                    ,"Clarksburg, California",Yes,,,2020-08-14
2018,California                    ,"Davis, California",No,,,2018-11-08
2020,California                    ,"Davis, California",No,6330.0,3.0,2020-08-14
2020,California                    ,"Davis, California",Yes,7739.41,3.0,2020-08-14
2020,California                    ,"Dixon, California",Yes,7349.99,2.0,2020-08-14
2020,California                    ,"Esparto, California",Yes,0.0,0.0,2020-08-14
2020,California                    ,"Folsom, California",Yes,,,2020-09-04
2021,California                    ,"Foresthill, California",Yes,0.0,0.0,2021-07-14
2021,California                    ,"Grizzly Flats, California",Yes,,,2021-07-14
2020,California                    ,"Guinda, California",Yes,5102.0,2.0,2020-08-14
2020,California                    ,"Ione, California",Yes,,,2020-08-14
